Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y
T2024064423,Building Residential - New,"Accessory Structure, Garage",7/15/2024 5:00,22749,1616 B 7TH AVE N,NASHVILLE,TN,UNIT 1616 HOMES AT 1616 7TH AVE NORTH,Alex Jenkins,CARN,CAA14U009,"Build 471 sf garage (attached to neighboring garage at 1618). Minimum rear setback is 20 ft, minimum side setback is 5 ft.    Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",19,-86.79435566,36.1806235,4670,37208,-9661903.476,4325503.434
T2024064426,Building Residential - New,"Accessory Structure, Garage",7/15/2024 5:00,22749,1618 B 7TH AVE N,NASHVILLE,TN,UNIT 1618 HOMES AT 1616 7TH AVE NORTH,Alex Jenkins,CARN,CAA14U009,"Build 471 sf garage (attached to neighboring garage at 1616). Minimum rear setback is 20 ft, minimum side setback is 5 ft. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",19,-86.79441623,36.18065874,4671,37208,-9661910.218,4325508.294
T2024064448,Building Residential - New,Master Permit Application,7/15/2024 5:00,0,232 ARROWHEAD DR,NASHVILLE,TN,UNIT 68 EAST END VILLAGE,STANDARD STICK COMPANY LLC,CARN,CAZ03A001,Master Permit for new phase at East End Village (Formally known as Arrowhead). 12 Units. No construction on this permit. **Original Master permit#2018040545***SWGR#2018060339**,5,-86.74793937,36.23556874,4672,37216,-9656736.438,4333083.868
T2024064516,Building Residential - Addition,Single Family Residence,7/16/2024 5:00,8694,7705 TRANQUIL TRL,BRENTWOOD,TN,LOT 924 AUTUMN OAKS PH 9,RABINDRANAUTH A RAJARAM,CARA,CAA01R301,"To construct  a 10' ft X 18' ft (180 SF) covered porch with a shingled roof attached to the rear of home. Minimum side setback is 10' ft, rear setback at 20' ft. Not to be constructed over any easements.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.",31,-86.68861557,36.00735739,4673,37027,-9650132.543,4301633.785
T2024064524,Building Commercial - Rehab,"Automobile Repair, Storage Mod Hazard",7/16/2024 5:00,0,326 OLD HICKORY BLVD E,MADISON,TN,LOT 7 BLK C FOREST PARK,isaac okoreeh-baah,CACR,CAF04S001,to rehab existing building to install new paint booth for omar's collision repair. no change to footprint.,9,-86.70629823,36.26249582,4674,37115,-9652100.968,4336800.765
T2024064532,Building Residential - New,Single Family Residence,7/16/2024 5:00,182408,7970 GREENBRIER RD,JOELTON,TN,INTER. OF GREENBRIAR RD. & WILKINSON RD.,Krystal Douglas,CARN,CAA01R301,"To construct a new single family home with 1287 SF of living space, 338 SF garage space, and 208 SF of porches. Minimum setback from street right of way is 40 ft, minimum side and rear setbacks ar 20' ft. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",10,-86.86051376,36.356445,4675,37080,-9669268.162,4349779.15
T2024064864,Building Residential - Addition,"Accessory Structure, Decks",7/16/2024 5:00,25502,4404 PARK AVE,NASHVILLE,TN,LOT 305 BLK A CHARLOTTE PARK CO 1ST ADDN,DECK MASTERS OF TN LLC (A/R LIC),CARA,CAA14U015,"Construct a covered porch on the rear of the house 256sf, construct an open deck on the rear of the house 272sf.  Electrical will be included on the covered section.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",24,-86.84006158,36.15140353,4676,37209,-9666991.436,4321474.313
T2024064877,Building Residential - New,Single Family Residence,7/16/2024 5:00,666315,1117 GRANNY WHITE CT,NASHVILLE,TN,LOT 29 MONROE SUBDIVISION,FOCUS BUILDERS LLC,CARN,CAA01R301,"To construct a two-story, 5,308 SF single-family dwelling with 533 SF garage and 410 SF porches. Setbacks per approved Final SP Plans for Monroe. Planning to Review. Not to be over any easements. ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.* For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. No more than three signs are required.***",25,-86.79723905,36.0964826,4677,37204,-9662224.453,4313905.363
T2024064878,Building Residential - New,Single Family Residence,7/16/2024 5:00,257853,6014 DEAL AVE,NASHVILLE,TN,PT LOT 39-40 NALL SUB OF COCKRILL,"Vision Building Group, LLC",CARN,CAA01R301,Ground up construction of a new single family home.,20,-86.86823447,36.15574721,4678,37209,-9670127.627,4322073.165
T2024064888,Building Residential - New,Single Family Residence,7/16/2024 5:00,946026,1377 DUNCANWOOD CT,NASHVILLE,TN,LOT 23 MONROE SUBDIVISION,FOCUS BUILDERS LLC,CARN,CAA01R301,"To construct a three-story, 7,192 SF single-family dwelling with 983 SF garages and 1,042 SF porches. Setbacks per approved Final SP Plans for Monroe. Planning to Review. Not to be over any easements. ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.* For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. No more than three signs are required.***",25,-86.79661343,36.09537614,4679,37204,-9662154.81,4313752.93
T2024064889,Building Residential - New,"Accessory Structure, Garage",7/16/2024 5:00,100000,1303 B STRATTON AVE,NASHVILLE,TN,LOT 6 BLK A F O BEAZLEY ADDN,DEEP SOUTH MODERN CONSTRUCTION LLC,CARN,CAA14U009,Single car garage with attached outdoor covered patio with outdoor bathroom.  MHZC must review application.  SEPARATE PERMIT REQUIRED FOR SWIMMING POOL.,6,-86.74597254,36.18271744,4680,37206,-9656517.492,4325792.224
T2024064896,Building Residential - New,"Accessory Structure, Pools - Residential",7/16/2024 5:00,30320,1518 B GRANDVIEW DR,NASHVILLE,TN,LOT 34 BLK M MAPLEHURST,WEST END BUILDERS INC,CARN,CAA14U017,"Build 16' X 20' residence heated pool and spa in the backyard of permitted house #2024019692  1516 Grandview Dr  Nashville  37215 Parcel # 11712016100.  R10 Zoning.  must comply with IRC fencing codes and State of Tennessee pool alarm laws copy of pool alarm purchase attached to the application.  5' min side s/b; 20' min rear s/b.  ALL ABOVE POOL ALARM EQUIPMENT AND SPA AREAS MUST BE LOCATED OUTSIDE THE REQUIRED SETBACKS.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",25,-86.79958005,36.1091147,4681,37215,-9662485.052,4315645.792
T2024064899,Building Residential - Addition,"Accessory Structure, Decks",7/16/2024 5:00,10433,100 POINT LANDING CT,HERMITAGE,TN,LOT 62 THE PENINSULA PHASE 1 1ST REV,DECK MASTERS OF TN LLC (A/R LIC),CARA,CAA14U015,"Construct a new, uncovered deck, 12ft x 18ft on the rear of the house, 216sf.  PUDR.  20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",12,-86.58988318,36.15250631,4682,37076,-9639141.703,4321626.347
T2024064932,Building Residential - Addition,Single Family Residence,7/16/2024 5:00,20000,113 BRIDLINGTON LN,BRENTWOOD,TN,LOT 44 HEMMINGWOOD PHASES 2-3-4,"Forte Building Group, LLC",CARA,CAA01R301,"Enlarge an existing covered porch on the front side of the house.  PRE 1998 PUDR, PLANNING STAFF MUST REVIEW AND APPROVE PLANNING AND SITE PLAN PORTION OF THIS APPLICATION.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",26,-86.76710337,36.04537968,4683,37027,-9658869.765,4306867.344
T2024064971,Building Residential - New,Single Family Residence,7/17/2024 5:00,328912,1824 MAHALA DR,HERMITAGE,TN,LOT 13 CHANDLER RESERVE PH 2,MERITAGE HOMES OF TENNESSEE INC,CARN,CAA01R301,"New Single Family construction - Total sq footage 3048 - 1st fl 1115; 2nd fl 1376; Garage 479; Porch/Patio 78.  R10 Zoning.  20' min front s/b; 5' min side s/b; 65' min rear s/b.  must comply with tree regulations one new two inch tree required for every 30' road frontage.  for every 50' site frontage, a 24  x 36' d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",11,-86.58385267,36.2049818,4684,37076,-9638470.39,4328863.332
T2024064953,Building Residential - New,Single Family Residence,8/11/2024 5:00,1550,117 A E CAMPBELL RD,MADISON,TN,UNIT 117A HOMES AT 117 EAST CAMPBELL ROAD,warner custom homes,CARN,CAA01R301,build a3 bedroom house,3,-86.71304682,36.27564771,4685,37115,-9652852.217,4338616.661
T2024065018,Building Residential - New,Single Family Residence,7/17/2024 5:00,303188,1039 A MITCHELL RD,NASHVILLE,TN,UNIT A HOMES AT 1039 MITCHELL ROAD,JCL CONSTRUCTION LLC,CARN,CAA01R301,"Rejected: Proposed residence exceeds 31' maximum building height.  Building width at front corners is 20.7'. Building extends to rear 16'+ feet before widening. Front width/corners must be measured at garage per ZA.    Submit REVISED PLANS as required for review to zoninghelpdesk@nashville.gov  for placement within the next available opening on my schedule. Make sure that you provide the permit number in the subject line. Once I have verified and reviewed the documents I will be able to resume my review.     TO CONSTRUCT A 2,310SF SINGLE FAMILY RESIDENCE WITH 435SF OF GARAGE, 400SF BONUS ROOM AND 122.5 SF PORCHES. R10 ZONING. 5' MIN. SIDE SETBACK. 20' MIN. REAR SETBACK, STREET SETBACK AT 41.9'. MINIMUM REQUIRED DISTANCE BETWEEN STRUCTURES IS 6' MINIMUM WITH NO BUMP OUTS. MAXIMUM BUILDING HEIGHT IS 31' (1.5 x 20.7' WIDTH OF UNIT AT FRONT TWO CORNERS).  BUILDING COVERAGE IS 3,080SF OF 4,331SF MAX.    ***PURSUANT TO ORDINANCE NO 2008-1263 OF THE METROPOLITAN CODE OF LAWS, I , HOLDER OF THIS PERMIT, HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE    * FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.    * FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.***MUST COMPLY FULLY WITH METRO COUNCIL BILLS 2014-725, 2014-770 AND 2020-1270.",6,-86.7170617,36.18588378,4686,37206,-9653299.152,4326228.93
T2024065024,Building Residential - New,Single Family Residence,7/17/2024 5:00,303188,1039 B MITCHELL RD,NASHVILLE,TN,UNIT B HOMES AT 1039 MITCHELL ROAD,JCL CONSTRUCTION LLC,CARN,CAA01R301,"Rejected: Proposed residence exceeds 31' maximum building height.  Building width at front corners is 20.7'. Building extends to rear 16'+ feet before widening. Front width/corners must be measured at garage per ZA.    Submit REVISED PLANS as required for review to zoninghelpdesk@nashville.gov  for placement within the next available opening on my schedule. Make sure that you provide the permit number in the subject line. Once I have verified and reviewed the documents I will be able to resume my review.     TO CONSTRUCT A 2,310SF SINGLE FAMILY RESIDENCE WITH 435SF OF GARAGE, 400SF BONUS ROOM AND 122.5 SF PORCHES. R10 ZONING. 5' MIN. SIDE SETBACK. 20' MIN. REAR SETBACK, STREET SETBACK AT 41.9'. MINIMUM REQUIRED DISTANCE BETWEEN STRUCTURES IS 6' MINIMUM WITH NO BUMP OUTS. MAXIMUM BUILDING HEIGHT IS 31' (1.5 x 20.7' WIDTH OF UNIT AT FRONT TWO CORNERS).  BUILDING COVERAGE IS 3,080SF OF 4,331SF MAX.    ***PURSUANT TO ORDINANCE NO 2008-1263 OF THE METROPOLITAN CODE OF LAWS, I , HOLDER OF THIS PERMIT, HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE    * FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.    * FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.***MUST COMPLY FULLY WITH METRO COUNCIL BILLS 2014-725, 2014-770 AND 2020-1270.",6,-86.71716819,36.18589044,4687,37206,-9653311.006,4326229.849
T2024065130,Building Commercial - New,Restaurant (Take Out),7/17/2024 5:00,2000,1431 B ROBINSON RD,OLD HICKORY,TN,LOT 2 LEWIS SUBDIVISION ROBINSON RD,TAQUERIA LOS PINOS,CACN,CAF31A203,To permit the use of a food truck on land parcel. Minimum setback from right of way is 15 ft.  Commercial plans review requires 10 ft minimum setback along side and rear property lines and centerline of road.,11,-86.65406332,36.25650936,4688,37138,-9646286.204,4335974.31
T2024065138,Building Residential - New,Single Family Residence,7/17/2024 5:00,534505,500 HILL RD,NASHVILLE,TN,UNIT A HOMES AT 500 HILL ROAD,GREENLEAF REAL ESTATE DEVELOPEMENT LLC,CARN,CAA01R301,"To construct unit of proposed horizontal property line regime duplex with 3225 sqft of living area, 704 sqft bonus area, 646 sqft of attached garage/storage area and 1116 sqft of porch/deck area. Units are detached. 50' Min. front setback (Hill Rd), 40' Min. street/side setback (Wakefield Dr), 10’ min. side setback, 20’ min. rear setback. Maximum building height is 1.5 x width of unit at front two corners, not to exceed 3 stories/45 feet. Not to build over or obstruct any easements on property.    For every 30 feet of street frontage or fraction thereof, one 2-inch caliper tree as listed in the urban forestry approved tree list shall be planted on the subject property.    For every 50 feet of site frontage a double-sided sign 24 x36' in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. no more than three signs are required.",26,-86.74904373,36.04713309,4689,37220,-9656859.375,4307108.752
T2024065143,Building Residential - New,Single Family Residence,7/17/2024 5:00,524822,5441 WAKEFIELD DR,NASHVILLE,TN,UNIT B HOMES AT 500 HILL ROAD,GREENLEAF REAL ESTATE DEVELOPEMENT LLC,CARN,CAA01R301,"To construct unit of proposed horizontal property line regime duplex with 4030 sqft of living area, 520 sqft of attached garage/storage area and 460 sqft of porch/deck area. Units are detached. 50' Min. front setback (Hill Rd), 40' Min. street/side setback (Wakefield Dr), 10’ min. side setback, 20’ min. rear setback. Maximum building height is 1.5 x width of unit at front two corners, not to exceed 3 stories/45 feet. Not to build over or obstruct any easements on property.    For every 30 feet of street frontage or fraction thereof, one 2-inch caliper tree as listed in the urban forestry approved tree list shall be planted on the subject property.    For every 50 feet of site frontage a double-sided sign 24 x36' in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. no more than three signs are required.",26,-86.74889578,36.04713629,4690,37220,-9656842.905,4307109.193
