Permit #,Permit Type Description,Permit Subtype Description,Parcel,Date Entered,Date Issued,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,IVR Tracking,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2024061507,Building Residential - Rehab,Single Family Residence,13112009800,7/3/2024 5:00,,800000,1139 BATTERY LN,NASHVILLE,TN,LOT 1 DERRYBERRY PROPERTY,"KINGSTON GROUP, LLC, THE",CARR,CAA01R301,4546618,"Large scale interior renovation including moving some interior walls. Renovation to existing staircase, 7.5 bathrooms, the kitchen/pantry, new flooring & painting throughout. The project will add an elevator system. Inspections needed will be framing, plumbing, electrical, mechanical, and final. Estimate cost of construction contract is $800,000. **NO CHANGE TO BUILDING FOOTPRINT…  TO REMAIN SINGLE FAMILY**THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.",25,-86.80165133,36.08879268,4554,37220,-9662715.626,4312845.996,Building Residential Rehab
T2024061579,Building Residential - Rehab,Single Family Residence,8203050900,7/5/2024 5:00,,149940,1104 N 5TH ST,NASHVILLE,TN,LOT 46 & PT LOT 45 RICHARDSON PLAN,"PARAMOUNT CONSTRUCTION, PARAMOUNT HOLDINGS INC DBA",CARR,CAA01R301,4546714,"Incorrect permit type entered by web applicant. Must be CARA permit type for addition. Web applicant must initiate new application using CARA. This application to be cancelled.      To conduct general renovations to existing single-family residence. No change to exterior building/roof lines or footprint. No second kitchen, to remain single family residence.",5,-86.76263761,36.19100322,4556,37207,-9658372.639,4326935.048,Building Residential Rehab
T2024061597,Building Residential - New,Single Family Residence,069060C00300CO,7/5/2024 5:00,,319028,4309 ASHLAND CITY HWY,NASHVILLE,TN,LOT 3 EATONS CREEK,Willow Branch Homes,CARN,CAA01R301,4544929,Willow Branch Homes is building a new single family home on lot 3 Hyde's Landing - 4309 Ashland City Highway. Specific Plan,1,-86.85697639,36.20693501,4557,37218,-9668874.384,4329132.796,Building Residential New
T2024061570,Building Residential - New,Detached Accessory Dwelling Unit,8314035900,7/5/2024 5:00,,103120,1624 B SHELBY AVE,NASHVILLE,TN,LOT 23 EDGEFIELD LAND CO 1,HH HOME DESIGN LLC,CARN,CAA11R301,4546701,TO CONSTRUCT DETACHED ACCESSORY DWELLING UNIT AT REAR OF EXISTING SINGLE-FAMILY RESIDENCE PER HCP-2024025198... ...696 SQFT FOOTPRINT; 492 SQFT LIVING SPACE... ...NOT TO BUILD OVER OR OBSTRUCT EASEMENTS... ...LOCATED WITHIN NEIGHBORHOOD CONSERVATION OVERLAY (OV-NHC)… … MUST COMPLY WITH 17.16.030 G AND OV-NHC AS PERMITTED BY METRO HISTORIC ZONING COMMISSION: HCP-2024025198… … SEE PLANS AS APPROVED BY MHZC.*******RESTRICTIVE COVENANT FOR ACCESSORY DWELLING DETACHED STRUCTURE 20240718-0054307,6,-86.74079524,36.16998808,4558,37206,-9655941.157,4324036.75,Building Residential New
T2024061598,Building Residential - New,Single Family Residence,069060C00400CO,7/8/2024 5:00,,0,4307 ASHLAND CITY HWY,NASHVILLE,TN,LOT 4 EATONS CREEK,Mark Scannell,CARN,CAA01R301,4546742,Willow Branch Homes is building a new single family house on lot 4 Hyde's Landing - 4307 Ashland City Highway,1,-86.85685811,36.20688053,4559,37218,-9668861.217,4329125.28,Building Residential New
T2024061651,Building Residential - Addition,"Accessory Structure, Decks",126160A29000CO,7/7/2024 5:00,,4347,608 WATERWAY CT,NASHVILLE,TN,LOT 349 RIVERWALK PH 2A SEC 2,PEAK CARPENTRY AND DECK LLC,CARA,CAA14U015,4546822,"TO CONSTRUCT 15’X12’ OPEN DECK OFF REAR OF EXISTING SINGLE FAMILY RESIDENCE (SEE PLAN)… …5’ MINIMUM SIDE SETBACK… …20’ MINIMUM REAR SETBACK… …NOT TO BUILD OVER OR OBSTRUCT EASEMENTS… …RESIDENTIAL PUD OVERLAY... ...    DEMO THE EXISTING 15'x17' SECOND STORY DECK. REBUILD DECK IN DECREASED SIZE THAT RUN 15' ALONG HOUSE AND EXTENDS 12' OFF OF HOUSE. DECK IS 11 FT HIGH. DECKING IS TREX TOASTED SAND. ONE SET OF STAIRS WITH LANDING ON RIGHT SIDE OF DECK. 20' MIN REAR S/B 5' SIDE S/B.     FOR EVERY 50' SITE FRONTAGE, A 24  X 36  D/F SIGN MUST BE PLACED IN ENGLISH AND SPANISH WITH INFORMATION IN REGARDS TO METRO COUNCIL BILL 2017-835.",35,-87.00290819,36.09242444,4560,37221,-9685119.437,4313346.296,Building Residential Addition
T2024061627,Building Residential - New,Single Family Residence,054140A00200CO,7/9/2024 5:00,,3505680,5 HARBOR COVE DR,OLD HICKORY,TN,LOT 2 BRANDYWINE HARBOR,"STEPHENS, RYAN CUSTOM HOMES INC",CARN,CAA01R301,4546770,"To construct Single Family Residence , 2 levels with rooftop deck , 3 car garage and additional Amazon room at garage level, elevator, and sprinkler system, conditional sq ft is 7537 and unconditioned sq ft is 2441. Not to build over or obstruct any easements. Must comply with Residential PUD Overlay.",11,-86.61528088,36.24299478,4561,37138,-9641968.963,4334108.799,Building Residential New
T2024061917,Building Residential - Rehab,Single Family Residence,13300004100,7/8/2024 5:00,,22288,1009 ANTIOCH PIKE,NASHVILLE,TN,LOT 2A ANTIOCH COMMUNITY CHURCH OF GOD 1ST REV,BGT Construction LLC,CARR,CAA01R301,4547346,"Removal and replacement of 2nd story addition that does not meet codes for ceiling height. Contractor is to reconstruct the 2nd floor area to approximately a 12x24 using materials consistent with the existing home. The addition will contain new electrical and HVAC. All interior work, without changing the footprint of the home.",16,-86.71621809,36.098218,4566,37211,-9653205.241,4314144.447,Building Residential Rehab
T2024061934,Building Residential - New,Single Family Residence,119160B06600CO,7/8/2024 5:00,,211629,1222 VALERIE LN,NASHVILLE,TN,UNIT 66 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547383,"TO CONSTRUCT UNIT 66 at 1222 VALERIE LANE… …1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.72006072,36.10573304,4567,37211,-9653633.001,4315179.845,Building Residential New
T2024061938,Building Residential - New,Single Family Residence,119160B06700CO,7/8/2024 5:00,,211629,1220 VALERIE LN,NASHVILLE,TN,UNIT 67 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547391,"TO CONSTRUCT UNIT 67 at 1220 VALERIE LANE… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.72006463,36.10567757,4568,37211,-9653633.436,4315172.203,Building Residential New
T2024061941,Building Residential - New,Single Family Residence,104021Q00100CO,7/8/2024 5:00,,476388,3137 A LONG BLVD,NASHVILLE,TN,UNIT 1 LONG BOULEVARD TOWNHOMES,CARBINE & ASSOCIATES LLC,CARN,CAA01R301,4547387,"to construct a single family residence with 3162 SF of living space,  681 SF garage and 496 SF of porches/decks in accordance with Master permit 2023035508",21,-86.81955188,36.14509332,4569,37203,-9664708.306,4320604.399,Building Residential New
T2024061946,Building Residential - New,Single Family Residence,119160B06800CO,7/8/2024 5:00,,211629,1218 VALERIE LN,NASHVILLE,TN,UNIT 68 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547397,"TO CONSTRUCT UNIT 68 at 1218 VALERIE LANE… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.72007441,36.10562242,4570,37211,-9653634.525,4315164.604,Building Residential New
T2024061947,Building Residential - New,Single Family Residence,119160B06900CO,7/8/2024 5:00,,211629,1216 VALERIE LN,NASHVILLE,TN,UNIT 69 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547400,"TO CONSTRUCT UNIT 69 at 1216 VALERIE LANE… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.72007874,36.10556944,4571,37211,-9653635.007,4315157.304,Building Residential New
T2024061950,Building Residential - New,Single Family Residence,119160B07000CO,7/8/2024 5:00,,211629,1214 VALERIE LN,NASHVILLE,TN,UNIT 70 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547402,"TO CONSTRUCT UNIT 70 at 1214 VALERIE LANE… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.72009764,36.10551258,4572,37211,-9653637.111,4315149.47,Building Residential New
T2024061955,Building Residential - New,Single Family Residence,119160B07100CO,7/8/2024 5:00,,211629,1212 VALERIE LN,NASHVILLE,TN,UNIT 71 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547408,"TO CONSTRUCT UNIT 71 at 1212 VALERIE LANE… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.72010323,36.1054427,4573,37211,-9653637.733,4315139.841,Building Residential New
T2024061959,Building Residential - New,Single Family Residence,119160B09200CO,7/8/2024 5:00,,268162,1035 NOBLE LOOP,NASHVILLE,TN,UNIT 92 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547412,"TO CONSTRUCT UNIT 92 at 1035 NOBLE LOOP… 2,042 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71926145,36.10505125,4574,37211,-9653544.027,4315085.907,Building Residential New
T2024061961,Building Residential - New,Single Family Residence,119160B09300CO,7/8/2024 5:00,,268162,1033 NOBLE LOOP,NASHVILLE,TN,UNIT 93 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547415,"TO CONSTRUCT UNIT 93 at 1033 NOBLE LOOP… 2,042 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71933198,36.10505083,4575,37211,-9653551.878,4315085.849,Building Residential New
T2024061962,Building Residential - New,Single Family Residence,104021Q00200CO,7/8/2024 5:00,,476388,3137 B LONG BLVD,NASHVILLE,TN,UNIT 2 LONG BOULEVARD TOWNHOMES,CARBINE & ASSOCIATES LLC,CARN,CAA01R301,4547396,"to construct a single family residence with 3162 SF of living space, 681 SF garage and 496 SF of porches/decks in accordance with Master permit 2023035508",21,-86.81961418,36.14500514,4576,37203,-9664715.241,4320592.243,Building Residential New
T2024061965,Building Residential - New,Single Family Residence,119160B09400CO,7/8/2024 5:00,,268061,1031 NOBLE LOOP,NASHVILLE,TN,UNIT 94 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547417,"TO CONSTRUCT UNIT 94 at 1031 NOBLE LOOP… 2,042 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71940614,36.10506327,4577,37211,-9653560.133,4315087.563,Building Residential New
T2024061969,Building Residential - New,Single Family Residence,119160B02300CO,7/8/2024 5:00,,211843,1062 NOBLE LOOP,NASHVILLE,TN,UNIT 23 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547420,"TO CONSTRUCT UNIT 23 at 1062 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71879155,36.10545207,4578,37211,-9653491.718,4315141.133,Building Residential New
T2024061971,Building Residential - New,Single Family Residence,104021Q00300CO,7/8/2024 5:00,,495613,3126 BELWOOD ST,NASHVILLE,TN,UNIT 3 LONG BOULEVARD TOWNHOMES,CARBINE & ASSOCIATES LLC,CARN,CAA01R301,4547422,"to construct a single family residence with 3350 SF of living space, 577 SF garage and 508 SF of porches/decks in accordance with Master permit 2023035508",21,-86.81932585,36.14490027,4579,37203,-9664683.145,4320577.787,Building Residential New
T2024061985,Building Residential - New,Single Family Residence,119160B02400CO,7/8/2024 5:00,,211843,1060 NOBLE LOOP,NASHVILLE,TN,UNIT 24 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547441,"TO CONSTRUCT UNIT 24 at 1060 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71876995,36.10540954,4580,37211,-9653489.313,4315135.273,Building Residential New
T2024061987,Building Residential - New,Single Family Residence,119160B02500CO,7/8/2024 5:00,,211843,1058 NOBLE LOOP,NASHVILLE,TN,UNIT 25 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547445,"TO CONSTRUCT UNIT 25 at 1058 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71874158,36.10535714,4581,37211,-9653486.155,4315128.053,Building Residential New
T2024061990,Building Residential - New,Single Family Residence,119160B02600CO,7/8/2024 5:00,,211843,1056 NOBLE LOOP,NASHVILLE,TN,UNIT 26 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547449,"TO CONSTRUCT UNIT 26 at 1056 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71872633,36.10529694,4582,37211,-9653484.457,4315119.758,Building Residential New
T2024061994,Building Residential - New,Single Family Residence,119160B02700CO,7/8/2024 5:00,,211843,1054 NOBLE LOOP,NASHVILLE,TN,UNIT 27 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547454,"TO CONSTRUCT UNIT 27 at 1054 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71869494,36.10518555,4583,37211,-9653480.963,4315104.411,Building Residential New
T2024061997,Building Residential - New,Single Family Residence,119160B02800CO,7/8/2024 5:00,,211843,1052 NOBLE LOOP,NASHVILLE,TN,UNIT 28 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547457,"TO CONSTRUCT UNIT 28 at 1052 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71869718,36.10513957,4584,37211,-9653481.212,4315098.075,Building Residential New
T2024062003,Building Residential - New,Single Family Residence,119160B02900CO,7/8/2024 5:00,,211629,1050 NOBLE LOOP,NASHVILLE,TN,UNIT 29 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547467,"TO CONSTRUCT UNIT 29 at 1050 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71869837,36.10508235,4585,37211,-9653481.345,4315090.192,Building Residential New
T2024062008,Building Residential - New,Single Family Residence,119160B03000CO,7/8/2024 5:00,,211629,1048 NOBLE LOOP,NASHVILLE,TN,UNIT 30 NOBLE PLACE AMENDED,BUILDING MASTERS LLC,CARN,CAA01R301,4547472,"TO CONSTRUCT UNIT 30 at 1048 NOBLE LOOP… 1,654 SQFT OF LIVING SPACE… … SEE MASTER PERMIT CAUO-2022021438 POC: JOEY BRENNAN - 615-767-2799 / joey@buildingmasters.com",16,-86.71871548,36.10502248,4586,37211,-9653483.25,4315081.943,Building Residential New
T2024062062,Building Residential - New,"Accessory Structure, Garage",13103012900,7/8/2024 5:00,,0,4106 B EDEN AVE,NASHVILLE,TN,LOT 59 SEC 2 GREEN HILLS SUB,"BOSTN BUILDERS, LLC",CARN,CAA14U009,4547560,Construct garage less than 700 SF with bathroom above.,25,-86.80353215,36.10282774,4590,37215,-9662924.998,4314779.551,Building Residential New
T2024062076,Building Residential - New,Single Family Residence,7206016900,7/8/2024 5:00,,277640,1077 ZOPHI ST,NASHVILLE,TN,LOT PT 46 CASPER ZOPFI PLACE,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA01R301,4547592,"****DEMO PERMIT HAS TO BE ISSUED FIRST DO NOT REMOVE HOLD TILL DEMO PAID AND ISSUED TP **********          to construct 2290SF single family dwelling. 5' min. side setback, 20' min. rear setback. front setback at 26'8  per site plan average. not to be over any easements. Previous permit 2023006981 which included rehab and addition. However, it was later determined they would need to remove more than 50% of walls in rehab so the addition was canceled and the CARN created.     ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.*** POC Randall Knight Sr. lorettaknight055@gmail.com and 615-594-4064.",5,-86.7394609,36.20486493,4593,37216,-9655792.619,4328847.209,Building Residential New
T2024062151,Building Residential - New,"Accessory Structure, Pools - Residential",11516005000,7/8/2024 5:00,,31685,6117 B JOCELYN HOLLOW RD,NASHVILLE,TN,LOT 7 HARDING PARK SUB,CYGNUS CONSTRUCTION LLC,CARN,CAA14U017,4547674,"CONSTRUCT A 656 SF ACCESSORY POOL STRUCTURE/GYM.....To construct an 656 ft detached pool house, to be placed in the rear of the primary structure. Not to be used as a living quarter, sleeping quarters, nor any commercial activities. Rear setback is 20ft, and side setbacks are 15ft.",23,-86.87424596,36.10819271,4594,37205,-9670796.823,4315518.753,Building Residential New
T2024062166,Building Residential - New,Single Family Residence,18200006400,7/8/2024 5:00,,110889,13585 OLD HICKORY BLVD,ANTIOCH,TN,S/S OF OLD HICKORY BLVD E OF WHITTEMORE LANE,Maria Martinez,CARN,CAA01R301,4547697,"To construct single family residence with 11149 sqft of living area, 380 sqft of front porch, 400 Sqft rear porch, and 1285 sqft of garage area. Minimum: 40' street/front contextual setback; 20’ side setbacks of 20ft, and, 20’ rear setback. Shall not exceed 3 stories in height. Must conform to all easements on property. Total building coverage on parcel not to exceed . Sidewalks are not required. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",33,-86.64311538,36.00072959,4595,37013,-9645067.485,4300721.763,Building Residential New
